Store,Dept,Date,Weekly_Sales,IsHoliday
1,13,2012-02-24,40079.43,FALSE
1,13,2012-03-02,44565.32,FALSE
1,13,2012-03-09,40001.72,FALSE
1,13,2012-03-16,38322.83,FALSE
1,13,2012-03-23,37801.64,FALSE
1,13,2012-03-30,38696.88,FALSE
1,13,2012-04-06,44270.3,FALSE
1,13,2012-04-13,39099.61,FALSE
1,13,2012-04-20,39499.85,FALSE
1,13,2012-04-27,39077.84,FALSE
1,13,2012-05-04,43561.17,FALSE
1,13,2012-05-11,38895.18,FALSE
1,13,2012-05-18,37857.88,FALSE
1,13,2012-05-25,38541.76,FALSE
1,13,2012-06-01,41462.8,FALSE
1,13,2012-06-08,42304.47,FALSE
1,13,2012-06-15,39024.74,FALSE
1,13,2012-06-22,38945,FALSE
1,13,2012-06-29,40099.49,FALSE
1,13,2012-07-06,43326.92,FALSE
1,13,2012-07-13,39276.05,FALSE
1,13,2012-07-20,39396.59,FALSE
1,13,2012-07-27,37423.21,FALSE
1,13,2012-08-03,44708.45,FALSE
1,13,2012-08-10,42241.23,FALSE
1,13,2012-08-17,41658.4,FALSE
1,13,2012-08-24,39231.62,FALSE
1,13,2012-08-31,40940.78,FALSE
1,13,2012-09-07,44373.19,TRUE
1,13,2012-09-14,38759.47,FALSE
1,13,2012-09-21,39746.87,FALSE
1,13,2012-09-28,39793.41,FALSE
1,13,2012-10-05,43746.89,FALSE
1,13,2012-10-12,38015.36,FALSE
1,13,2012-10-19,38341.15,FALSE
1,13,2012-10-26,38512.48,FALSE
1,14,2010-02-05,19466.91,FALSE
1,14,2010-02-12,18129.02,TRUE
1,14,2010-02-19,17491.36,FALSE
1,14,2010-02-26,16118.26,FALSE
1,14,2010-03-05,18268.78,FALSE
1,14,2010-03-12,15331.75,FALSE
1,14,2010-03-19,12738.78,FALSE
1,14,2010-03-26,12832.47,FALSE
1,14,2010-04-02,14333.75,FALSE
1,14,2010-04-09,12874.07,FALSE
1,14,2010-04-16,12309.14,FALSE
1,14,2010-04-23,12749.37,FALSE
1,14,2010-04-30,12172.32,FALSE
1,14,2010-05-07,14460.84,FALSE
1,14,2010-05-14,14678.22,FALSE
1,14,2010-05-21,11480.15,FALSE
1,14,2010-05-28,12218.11,FALSE
1,14,2010-06-04,14491.35,FALSE
1,14,2010-06-11,13516.74,FALSE
1,14,2010-06-18,12693.5,FALSE
1,14,2010-06-25,12979.99,FALSE
1,14,2010-07-02,13494.79,FALSE
1,14,2010-07-09,15032.03,FALSE
1,14,2010-07-16,13550.19,FALSE
1,14,2010-07-23,11945.81,FALSE
1,14,2010-07-30,12421.92,FALSE
1,14,2010-08-06,14404.15,FALSE
1,14,2010-08-13,13579.21,FALSE
1,14,2010-08-20,13260.23,FALSE
1,14,2010-08-27,13387.21,FALSE
1,14,2010-09-03,13995.39,FALSE
1,14,2010-09-10,12884.22,TRUE
1,14,2010-09-17,13783.27,FALSE
1,14,2010-09-24,11847.72,FALSE
1,14,2010-10-01,12943.86,FALSE
1,14,2010-10-08,12108.86,FALSE
1,14,2010-10-15,13215.64,FALSE
1,14,2010-10-22,11895.44,FALSE
1,14,2010-10-29,11955.77,FALSE
1,14,2010-11-05,14092.03,FALSE
1,14,2010-11-12,13837.16,FALSE
1,14,2010-11-19,19788.98,FALSE
1,14,2010-11-26,38256.98,TRUE
1,14,2010-12-03,17685.93,FALSE
1,14,2010-12-10,19587.66,FALSE
1,14,2010-12-17,28642.28,FALSE
1,14,2010-12-24,47983.72,FALSE
1,14,2010-12-31,21835.25,TRUE
1,14,2011-01-07,17744.78,FALSE
1,14,2011-01-14,13608.44,FALSE
1,14,2011-01-21,12889.88,FALSE
1,14,2011-01-28,11687.25,FALSE
1,14,2011-02-04,14051.43,FALSE
1,14,2011-02-11,15647.59,TRUE
1,14,2011-02-18,17304.81,FALSE
1,14,2011-02-25,15411.12,FALSE
1,14,2011-03-04,17281.12,FALSE
1,14,2011-03-11,14490.48,FALSE
1,14,2011-03-18,14287.28,FALSE
1,14,2011-03-25,14006.9,FALSE
1,14,2011-04-01,13136.1,FALSE
1,14,2011-04-08,14454.19,FALSE
1,14,2011-04-15,12151.4,FALSE
1,14,2011-04-22,12478.19,FALSE
1,14,2011-04-29,13429.28,FALSE
1,14,2011-05-06,15820.88,FALSE
1,14,2011-05-13,15385.02,FALSE
1,14,2011-05-20,13166.43,FALSE
1,14,2011-05-27,12746.66,FALSE
1,14,2011-06-03,13056.1,FALSE
1,14,2011-06-10,11795.34,FALSE
1,14,2011-06-17,12884.03,FALSE
1,14,2011-06-24,13580.61,FALSE
1,14,2011-07-01,13459.55,FALSE
1,14,2011-07-08,11578.97,FALSE
1,14,2011-07-15,11404.37,FALSE
1,14,2011-07-22,11681.04,FALSE
1,14,2011-07-29,9918.05,FALSE
1,14,2011-08-05,13330.04,FALSE
1,14,2011-08-12,12652.58,FALSE
1,14,2011-08-19,11724.24,FALSE
1,14,2011-08-26,14364.42,FALSE
1,14,2011-09-02,12708.18,FALSE
1,14,2011-09-09,13550.53,TRUE
1,14,2011-09-16,13166.76,FALSE
1,14,2011-09-23,11558.22,FALSE
1,14,2011-09-30,14027.83,FALSE
1,14,2011-10-07,12766.52,FALSE
1,14,2011-10-14,13440.89,FALSE
1,14,2011-10-21,12476.8,FALSE
1,14,2011-10-28,13031.03,FALSE
1,14,2011-11-04,13634.48,FALSE
1,14,2011-11-11,14903.78,FALSE
1,14,2011-11-18,17803.49,FALSE
1,14,2011-11-25,39773.89,TRUE
1,14,2011-12-02,18110.97,FALSE
1,14,2011-12-09,23852.42,FALSE
1,14,2011-12-16,28845.68,FALSE
1,14,2011-12-23,46096.24,FALSE
1,14,2011-12-30,25846.86,TRUE
1,14,2012-01-06,14585.64,FALSE
1,14,2012-01-13,14311.83,FALSE
1,14,2012-01-20,12695.7,FALSE
1,14,2012-01-27,12684.05,FALSE
1,14,2012-02-03,15583.82,FALSE
1,14,2012-02-10,18292.4,TRUE
1,14,2012-02-17,21324.12,FALSE
1,14,2012-02-24,18574.25,FALSE
1,14,2012-03-02,19412.26,FALSE
1,14,2012-03-09,16528.29,FALSE
1,14,2012-03-16,12757.86,FALSE
1,14,2012-03-23,12771.12,FALSE
1,14,2012-03-30,14690.27,FALSE
1,14,2012-04-06,15652.72,FALSE
1,14,2012-04-13,14933.13,FALSE
1,14,2012-04-20,13575.69,FALSE
1,14,2012-04-27,14904.8,FALSE
1,14,2012-05-04,16193.63,FALSE
1,14,2012-05-11,15537.79,FALSE
1,14,2012-05-18,16326.55,FALSE
1,14,2012-05-25,14186.59,FALSE
1,14,2012-06-01,14903.87,FALSE
1,14,2012-06-08,12858.85,FALSE
1,14,2012-06-15,14117.36,FALSE
1,14,2012-06-22,13158.38,FALSE
1,14,2012-06-29,16958.84,FALSE
1,14,2012-07-06,19019.04,FALSE
1,14,2012-07-13,14332.72,FALSE
1,14,2012-07-20,12083.33,FALSE
1,14,2012-07-27,12706.52,FALSE
1,14,2012-08-03,13423.3,FALSE
1,14,2012-08-10,12434.69,FALSE
1,14,2012-08-17,12419.06,FALSE
1,14,2012-08-24,11041.63,FALSE
1,14,2012-08-31,12912.96,FALSE
1,14,2012-09-07,13711.08,TRUE
1,14,2012-09-14,11596.1,FALSE
1,14,2012-09-21,12193.8,FALSE
1,14,2012-09-28,12037.66,FALSE
1,14,2012-10-05,14381.21,FALSE
1,14,2012-10-12,11450.64,FALSE
1,14,2012-10-19,12035.51,FALSE
1,14,2012-10-26,11150,FALSE
1,16,2010-02-05,10217.55,FALSE
1,16,2010-02-12,11873.89,TRUE
1,16,2010-02-19,13855.54,FALSE
1,16,2010-02-26,12881.02,FALSE
1,16,2010-03-05,17129.81,FALSE
1,16,2010-03-12,23766.82,FALSE
1,16,2010-03-19,41742.21,FALSE
1,16,2010-03-26,26679.52,FALSE
1,16,2010-04-02,46060.69,FALSE
1,16,2010-04-09,52976.67,FALSE
1,16,2010-04-16,59543.22,FALSE
1,16,2010-04-23,51604.72,FALSE
1,16,2010-04-30,48858.08,FALSE
1,16,2010-05-07,52933.2,FALSE
1,16,2010-05-14,44148.02,FALSE
1,16,2010-05-21,38638.64,FALSE
1,16,2010-05-28,45861.03,FALSE
1,16,2010-06-04,47485.63,FALSE
1,16,2010-06-11,31807.72,FALSE
1,16,2010-06-18,34603.43,FALSE
1,16,2010-06-25,34121.08,FALSE
1,16,2010-07-02,32420.4,FALSE
1,16,2010-07-09,35796.64,FALSE
1,16,2010-07-16,29763.52,FALSE
1,16,2010-07-23,24642.3,FALSE
1,16,2010-07-30,22017.61,FALSE
1,16,2010-08-06,24218.72,FALSE
1,16,2010-08-13,23288.59,FALSE
1,16,2010-08-20,22837.21,FALSE
1,16,2010-08-27,19682.2,FALSE
1,16,2010-09-03,22888.26,FALSE
1,16,2010-09-10,22643.73,TRUE
1,16,2010-09-17,17672.01,FALSE
1,16,2010-09-24,14857.74,FALSE
1,16,2010-10-01,16248.15,FALSE
1,16,2010-10-08,11501.93,FALSE
1,16,2010-10-15,11526.6,FALSE
1,16,2010-10-22,8194.25,FALSE
1,16,2010-10-29,7683.76,FALSE
1,16,2010-11-05,6063.75,FALSE
1,16,2010-11-12,7370.53,FALSE
1,16,2010-11-19,5276.21,FALSE
1,16,2010-11-26,9225.41,TRUE
1,16,2010-12-03,4716.26,FALSE
1,16,2010-12-10,4919.99,FALSE
1,16,2010-12-17,5513.25,FALSE
1,16,2010-12-24,8612.24,FALSE
1,16,2010-12-31,4987.81,TRUE
1,16,2011-01-07,5324.47,FALSE
1,16,2011-01-14,5725.63,FALSE
1,16,2011-01-21,4594.95,FALSE
1,16,2011-01-28,6365.91,FALSE
1,16,2011-02-04,7875.98,FALSE
1,16,2011-02-11,9715.66,TRUE
1,16,2011-02-18,14819.04,FALSE
1,16,2011-02-25,23253.54,FALSE
1,16,2011-03-04,28635.06,FALSE
1,16,2011-03-11,27388.55,FALSE
1,16,2011-03-18,42549.38,FALSE
1,16,2011-03-25,48217.85,FALSE
1,16,2011-04-01,42679.11,FALSE
1,16,2011-04-08,49433.2,FALSE
1,16,2011-04-15,48643.77,FALSE
1,16,2011-04-22,48934.3,FALSE
1,16,2011-04-29,40280.3,FALSE
1,16,2011-05-06,37972.19,FALSE
1,16,2011-05-13,40944.33,FALSE
1,16,2011-05-20,35861.13,FALSE
1,16,2011-05-27,38914.76,FALSE
1,16,2011-06-03,44919.99,FALSE
1,16,2011-06-10,38098.97,FALSE
1,16,2011-06-17,38282.75,FALSE
1,16,2011-06-24,31362.66,FALSE
1,16,2011-07-01,33435.46,FALSE
1,16,2011-07-08,32379.77,FALSE
1,16,2011-07-15,25134.4,FALSE
1,16,2011-07-22,20795.03,FALSE
1,16,2011-07-29,19681.62,FALSE
1,16,2011-08-05,21143.58,FALSE
1,16,2011-08-12,17998.16,FALSE
1,16,2011-08-19,15998.18,FALSE
1,16,2011-08-26,11671.46,FALSE
1,16,2011-09-02,15288.9,FALSE
1,16,2011-09-09,17838.29,TRUE
1,16,2011-09-16,13499.43,FALSE
1,16,2011-09-23,10893.91,FALSE
1,16,2011-09-30,11831.25,FALSE
1,16,2011-10-07,14309.01,FALSE
1,16,2011-10-14,10030.59,FALSE
1,16,2011-10-21,10366.98,FALSE
1,16,2011-10-28,7616.55,FALSE
1,16,2011-11-04,6560.94,FALSE
1,16,2011-11-11,5913.03,FALSE
1,16,2011-11-18,4643.82,FALSE
1,16,2011-11-25,8400.69,TRUE
1,16,2011-12-02,5715.31,FALSE
1,16,2011-12-09,5024.36,FALSE
1,16,2011-12-16,4613.92,FALSE
1,16,2011-12-23,6233.78,FALSE
1,16,2011-12-30,5052.77,TRUE
1,16,2012-01-06,6258.08,FALSE
1,16,2012-01-13,5894.86,FALSE
1,16,2012-01-20,6400.8,FALSE
1,16,2012-01-27,6108.82,FALSE
1,16,2012-02-03,9873.73,FALSE
1,16,2012-02-10,13389.35,TRUE
1,16,2012-02-17,12648.11,FALSE
1,16,2012-02-24,19874.3,FALSE
1,16,2012-03-02,30451.14,FALSE
1,16,2012-03-09,32633.81,FALSE
1,16,2012-03-16,44960.02,FALSE
1,16,2012-03-23,45184.22,FALSE
1,16,2012-03-30,55275.59,FALSE
1,16,2012-04-06,59512.97,FALSE
1,16,2012-04-13,55347.73,FALSE
1,16,2012-04-20,42816.54,FALSE
1,16,2012-04-27,41926.36,FALSE
1,16,2012-05-04,43970.7,FALSE
1,16,2012-05-11,38885.33,FALSE
1,16,2012-05-18,37505,FALSE
1,16,2012-05-25,42922.55,FALSE
1,16,2012-06-01,45508.72,FALSE
1,16,2012-06-08,34785.29,FALSE
1,16,2012-06-15,32898.46,FALSE
1,16,2012-06-22,36362.45,FALSE
1,16,2012-06-29,37677.82,FALSE
1,16,2012-07-06,42679.2,FALSE
1,16,2012-07-13,22880.3,FALSE
1,16,2012-07-20,24017.03,FALSE
1,16,2012-07-27,23838.33,FALSE
1,16,2012-08-03,25418.49,FALSE
1,16,2012-08-10,21677.85,FALSE
1,16,2012-08-17,20035.26,FALSE
1,16,2012-08-24,18393.12,FALSE
1,16,2012-08-31,16797.62,FALSE
1,16,2012-09-07,20473.94,TRUE
1,16,2012-09-14,14646.37,FALSE
1,16,2012-09-21,13415.51,FALSE
1,16,2012-09-28,14734.64,FALSE
1,16,2012-10-05,11320.41,FALSE
1,16,2012-10-12,10525.66,FALSE
1,16,2012-10-19,9518.43,FALSE
1,16,2012-10-26,9934.63,FALSE
1,17,2010-02-05,13223.76,FALSE
1,17,2010-02-12,13403.66,TRUE
1,17,2010-02-19,13485.61,FALSE
1,17,2010-02-26,10667.06,FALSE
1,17,2010-03-05,12657.65,FALSE
1,17,2010-03-12,12793.17,FALSE
1,17,2010-03-19,11097.8,FALSE
1,17,2010-03-26,8900.01,FALSE
1,17,2010-04-02,9572.23,FALSE
1,17,2010-04-09,8159.34,FALSE
1,17,2010-04-16,7790.67,FALSE
1,17,2010-04-23,8036.98,FALSE
1,17,2010-04-30,8769.42,FALSE
1,17,2010-05-07,9970,FALSE
1,17,2010-05-14,10266.86,FALSE
1,17,2010-05-21,9254.13,FALSE
1,17,2010-05-28,8644.05,FALSE
1,17,2010-06-04,9212.09,FALSE
1,17,2010-06-11,8846.82,FALSE
1,17,2010-06-18,8932.62,FALSE
1,17,2010-06-25,9407.16,FALSE
1,17,2010-07-02,9242.3,FALSE
1,17,2010-07-09,8324.41,FALSE
1,17,2010-07-16,7492.79,FALSE
1,17,2010-07-23,8914.49,FALSE
1,17,2010-07-30,9384.75,FALSE
1,17,2010-08-06,9851.77,FALSE
1,17,2010-08-13,9661.1,FALSE
1,17,2010-08-20,10751.74,FALSE
1,17,2010-08-27,10036.31,FALSE
1,17,2010-09-03,10118.25,FALSE
1,17,2010-09-10,9408.87,TRUE
1,17,2010-09-17,8794.19,FALSE
1,17,2010-09-24,9687.73,FALSE
1,17,2010-10-01,8648.02,FALSE
1,17,2010-10-08,10195.94,FALSE
1,17,2010-10-15,8821.23,FALSE
1,17,2010-10-22,7898.35,FALSE
1,17,2010-10-29,8198.62,FALSE
1,17,2010-11-05,9250.94,FALSE
1,17,2010-11-12,8603.57,FALSE
1,17,2010-11-19,10086.41,FALSE
1,17,2010-11-26,13337.59,TRUE
1,17,2010-12-03,11045.34,FALSE
1,17,2010-12-10,11917.53,FALSE
1,17,2010-12-17,13487.5,FALSE
1,17,2010-12-24,19842,FALSE
1,17,2010-12-31,10429.16,TRUE
1,17,2011-01-07,8582.2,FALSE
1,17,2011-01-14,8503.39,FALSE
1,17,2011-01-21,7658.87,FALSE
1,17,2011-01-28,7724.52,FALSE
1,17,2011-02-04,9741.2,FALSE
1,17,2011-02-11,11068.7,TRUE
1,17,2011-02-18,12612.94,FALSE
1,17,2011-02-25,11949.83,FALSE
1,17,2011-03-04,12994.45,FALSE
1,17,2011-03-11,9728.55,FALSE
1,17,2011-03-18,10143.22,FALSE
1,17,2011-03-25,9004.62,FALSE
1,17,2011-04-01,9742.29,FALSE
1,17,2011-04-08,8618.59,FALSE
1,17,2011-04-15,7921.95,FALSE
1,17,2011-04-22,9084.67,FALSE
1,17,2011-04-29,7795.43,FALSE
1,17,2011-05-06,10121.32,FALSE
1,17,2011-05-13,9975.24,FALSE
1,17,2011-05-20,7894.76,FALSE
1,17,2011-05-27,6937.06,FALSE
1,17,2011-06-03,5913.51,FALSE
1,17,2011-06-10,9670.75,FALSE
1,17,2011-06-17,10592.73,FALSE
1,17,2011-06-24,6301.63,FALSE
1,17,2011-07-01,7424.91,FALSE
1,17,2011-07-08,8444.58,FALSE
1,17,2011-07-15,7205.38,FALSE
1,17,2011-07-22,7826.08,FALSE
1,17,2011-07-29,7500.48,FALSE
1,17,2011-08-05,8100.38,FALSE
1,17,2011-08-12,8893.77,FALSE
1,17,2011-08-19,7974.09,FALSE
1,17,2011-08-26,9138.11,FALSE
1,17,2011-09-02,7577.4,FALSE
1,17,2011-09-09,8209.44,TRUE
1,17,2011-09-16,7208.1,FALSE
1,17,2011-09-23,7063.24,FALSE
1,17,2011-09-30,7348.08,FALSE
1,17,2011-10-07,8149.44,FALSE
1,17,2011-10-14,8241.42,FALSE
1,17,2011-10-21,7547.77,FALSE
1,17,2011-10-28,7407.41,FALSE
1,17,2011-11-04,7760.73,FALSE
1,17,2011-11-11,7316.53,FALSE
1,17,2011-11-18,9558.5,FALSE
1,17,2011-11-25,12329.5,TRUE
1,17,2011-12-02,9490.05,FALSE
1,17,2011-12-09,10484.57,FALSE
1,17,2011-12-16,11642.24,FALSE
1,17,2011-12-23,18463.27,FALSE
1,17,2011-12-30,10619.45,TRUE
1,17,2012-01-06,8086.43,FALSE
1,17,2012-01-13,9454.17,FALSE
1,17,2012-01-20,7968.85,FALSE
1,17,2012-01-27,7237.41,FALSE
1,17,2012-02-03,8128.57,FALSE
1,17,2012-02-10,10461.07,TRUE
1,17,2012-02-17,11684.73,FALSE
1,17,2012-02-24,9309.63,FALSE
1,17,2012-03-02,11187.42,FALSE
1,17,2012-03-09,11553.98,FALSE
1,17,2012-03-16,8523.56,FALSE
1,17,2012-03-23,7456.66,FALSE
1,17,2012-03-30,8433.01,FALSE
1,17,2012-04-06,8662.4,FALSE
1,17,2012-04-13,6936.35,FALSE
1,17,2012-04-20,8559.84,FALSE
1,17,2012-04-27,7868.25,FALSE
1,17,2012-05-04,9064.6,FALSE
1,17,2012-05-11,7964.29,FALSE
1,17,2012-05-18,9308.53,FALSE
1,17,2012-05-25,7323.66,FALSE
1,17,2012-06-01,7197.38,FALSE
1,17,2012-06-08,8589.19,FALSE
1,17,2012-06-15,6676.87,FALSE
1,17,2012-06-22,7468.47,FALSE
1,17,2012-06-29,8240.63,FALSE
1,17,2012-07-06,8053.74,FALSE
1,17,2012-07-13,7386.64,FALSE
1,17,2012-07-20,7195.7,FALSE
1,17,2012-07-27,8435.09,FALSE
1,17,2012-08-03,7809.58,FALSE
1,17,2012-08-10,8441.34,FALSE
1,17,2012-08-17,8710.04,FALSE
1,17,2012-08-24,9523.9,FALSE
1,17,2012-08-31,8158.73,FALSE
1,17,2012-09-07,8712.44,TRUE
1,17,2012-09-14,7075.73,FALSE
1,17,2012-09-21,7143.59,FALSE
1,17,2012-09-28,7155.75,FALSE
1,17,2012-10-05,9040.52,FALSE
1,17,2012-10-12,7908.36,FALSE
1,17,2012-10-19,7640.43,FALSE
1,17,2012-10-26,7640.92,FALSE
1,18,2010-02-05,4729.5,FALSE
1,18,2010-02-12,19006.5,TRUE
1,18,2010-02-19,17623.72,FALSE
1,18,2010-02-26,545.02,FALSE
1,18,2010-03-05,634.61,FALSE
1,18,2010-03-12,1275.08,FALSE
1,18,2010-03-19,2303.36,FALSE
1,18,2010-03-26,4037.16,FALSE
1,18,2010-04-02,17916.41,FALSE
1,18,2010-04-09,8668.06,FALSE
1,18,2010-04-16,584.56,FALSE
1,18,2010-04-23,65.24,FALSE
1,18,2010-05-14,0.5,FALSE
1,18,2010-06-04,4.1,FALSE
1,18,2010-06-11,0.15,FALSE
1,18,2010-08-20,1,FALSE
1,18,2010-08-27,23,FALSE
1,18,2010-09-03,132,FALSE
1,18,2010-09-10,246,TRUE
1,18,2010-09-17,1583.71,FALSE
1,18,2010-09-24,3130.76,FALSE
1,18,2010-10-01,3389.42,FALSE
1,18,2010-10-08,4532.56,FALSE
1,18,2010-10-15,6195.26,FALSE
1,18,2010-10-22,9648.61,FALSE
1,18,2010-10-29,22455.8,FALSE
1,18,2010-11-05,12033.61,FALSE
1,18,2010-11-12,8943.59,FALSE
1,18,2010-11-19,15020.49,FALSE
1,18,2010-11-26,33967.24,TRUE
1,18,2010-12-03,53845.12,FALSE
1,18,2010-12-10,47266.75,FALSE
1,18,2010-12-17,35120.62,FALSE
1,18,2010-12-24,22403.61,FALSE
1,18,2010-12-31,20783.04,TRUE
1,18,2011-01-07,5180.76,FALSE
1,18,2011-01-14,875.4,FALSE
1,18,2011-01-21,1579.21,FALSE
1,18,2011-01-28,1964.42,FALSE
1,18,2011-02-04,3809.75,FALSE
1,18,2011-02-11,14587.89,TRUE
1,18,2011-02-18,22185.08,FALSE
1,18,2011-02-25,957.7,FALSE
1,18,2011-03-04,2.75,FALSE
1,18,2011-03-11,3.1,FALSE
1,18,2011-03-18,296.03,FALSE
1,18,2011-03-25,701.98,FALSE
1,18,2011-04-01,1550.18,FALSE
1,18,2011-04-08,2133.87,FALSE
1,18,2011-04-15,4304,FALSE
1,18,2011-04-22,13367.64,FALSE
1,18,2011-04-29,7988.42,FALSE
1,18,2011-05-06,682.48,FALSE
1,18,2011-05-13,227.24,FALSE
1,18,2011-05-20,1.8,FALSE
1,18,2011-05-27,0.35,FALSE
1,18,2011-06-10,1,FALSE
1,18,2011-06-17,2,FALSE
1,18,2011-07-01,0.5,FALSE
1,18,2011-07-15,0.3,FALSE
1,18,2011-08-26,4.97,FALSE
1,18,2011-09-02,83.64,FALSE
1,18,2011-09-09,149.24,TRUE
1,18,2011-09-16,868.86,FALSE
1,18,2011-09-23,2540.81,FALSE
1,18,2011-09-30,3279.04,FALSE
1,18,2011-10-07,4959.46,FALSE
1,18,2011-10-14,5758.87,FALSE
1,18,2011-10-21,7304.78,FALSE
1,18,2011-10-28,16545.45,FALSE
1,18,2011-11-04,14133.85,FALSE
1,18,2011-11-11,10170.41,FALSE
1,18,2011-11-18,14159.67,FALSE
1,18,2011-11-25,30543.19,TRUE
1,18,2011-12-02,47731.67,FALSE
1,18,2011-12-09,41114.36,FALSE
1,18,2011-12-16,33932.27,FALSE
1,18,2011-12-23,22602.34,FALSE
1,18,2011-12-30,21444.65,TRUE
1,18,2012-01-06,7018.32,FALSE
1,18,2012-01-13,1700.85,FALSE
1,18,2012-01-20,1468.65,FALSE
1,18,2012-01-27,1842.47,FALSE
1,18,2012-02-03,3558.71,FALSE
1,18,2012-02-10,12687.47,TRUE
1,18,2012-02-17,26992.11,FALSE
1,18,2012-02-24,1973.92,FALSE
1,18,2012-03-02,1316.04,FALSE
1,18,2012-03-09,1126.04,FALSE
1,18,2012-03-16,1630.41,FALSE
1,18,2012-03-23,2280.34,FALSE
1,18,2012-03-30,3667.66,FALSE
1,18,2012-04-06,14283.73,FALSE
1,18,2012-04-13,5136.25,FALSE
1,18,2012-04-20,61.56,FALSE
1,18,2012-04-27,4.68,FALSE
1,18,2012-05-04,-1.27,FALSE
1,18,2012-05-11,4.58,FALSE
1,18,2012-05-25,1.97,FALSE
1,18,2012-06-01,0.2,FALSE
1,18,2012-06-08,4.97,FALSE
1,18,2012-07-20,2.91,FALSE
1,18,2012-08-17,9.97,FALSE
1,18,2012-08-24,4.97,FALSE
1,18,2012-08-31,4.97,FALSE
1,18,2012-09-07,4.97,TRUE
1,18,2012-09-14,649.09,FALSE
1,18,2012-09-21,3361,FALSE
1,18,2012-09-28,4867.7,FALSE
1,18,2012-10-05,7291.46,FALSE
1,18,2012-10-12,8171.79,FALSE
1,18,2012-10-19,10569.09,FALSE
1,18,2012-10-26,17934.28,FALSE
1,19,2010-02-05,1947.05,FALSE
1,19,2010-02-12,1490.79,TRUE
1,19,2010-02-19,1722.17,FALSE
1,19,2010-02-26,1655.32,FALSE
1,19,2010-03-05,1556.65,FALSE
1,19,2010-03-12,1742.14,FALSE
1,19,2010-03-19,1881.91,FALSE
1,19,2010-03-26,2153.61,FALSE
1,19,2010-04-02,1514.32,FALSE
1,19,2010-04-09,1880.64,FALSE
1,19,2010-04-16,1483.5,FALSE
1,19,2010-04-23,1577.25,FALSE
1,19,2010-04-30,1384.69,FALSE
1,19,2010-05-07,1616.77,FALSE
1,19,2010-05-14,1274.19,FALSE
1,19,2010-05-21,1448.08,FALSE
1,19,2010-05-28,1183.27,FALSE
1,19,2010-06-04,1106.84,FALSE
1,19,2010-06-11,1377.39,FALSE
1,19,2010-06-18,1452.82,FALSE
1,19,2010-06-25,1402.04,FALSE
1,19,2010-07-02,1537.76,FALSE
1,19,2010-07-09,1297.98,FALSE
1,19,2010-07-16,1382.72,FALSE
1,19,2010-07-23,1563.01,FALSE
1,19,2010-07-30,1224.69,FALSE
1,19,2010-08-06,2169.9,FALSE
1,19,2010-08-13,1814.38,FALSE
1,19,2010-08-20,1797.85,FALSE
1,19,2010-08-27,1008.45,FALSE
1,19,2010-09-03,1460.74,FALSE
1,19,2010-09-10,1772.53,TRUE
1,19,2010-09-17,1933.16,FALSE
1,19,2010-09-24,1644.9,FALSE
1,19,2010-10-01,1583.2,FALSE
1,19,2010-10-08,1926.42,FALSE
1,19,2010-10-15,1905.88,FALSE
1,19,2010-10-22,1838.86,FALSE
1,19,2010-10-29,2600.99,FALSE
1,19,2010-11-05,1344.66,FALSE
1,19,2010-11-12,1769.86,FALSE
1,19,2010-11-19,1736.17,FALSE
1,19,2010-11-26,1114.47,TRUE
1,19,2010-12-03,1616.77,FALSE
1,19,2010-12-10,1576.73,FALSE
1,19,2010-12-17,1724.66,FALSE
1,19,2010-12-24,1342.63,FALSE
1,19,2010-12-31,1234.64,TRUE
1,19,2011-01-07,955.71,FALSE
1,19,2011-01-14,922.31,FALSE
1,19,2011-01-21,696.22,FALSE
1,19,2011-01-28,866.7,FALSE
1,19,2011-02-04,1273.02,FALSE
1,19,2011-02-11,1344.92,TRUE
1,19,2011-02-18,1475.75,FALSE
1,19,2011-02-25,1977.45,FALSE
1,19,2011-03-04,1499.48,FALSE
1,19,2011-03-11,1572.3,FALSE
1,19,2011-03-18,1493.99,FALSE
1,19,2011-03-25,1233.35,FALSE
1,19,2011-04-01,1105.65,FALSE
1,19,2011-04-08,1875.03,FALSE
1,19,2011-04-15,953.55,FALSE
1,19,2011-04-22,1362.85,FALSE
1,19,2011-04-29,1179.32,FALSE
1,19,2011-05-06,1217.44,FALSE
1,19,2011-05-13,1018.54,FALSE
1,19,2011-05-20,1345.43,FALSE
1,19,2011-05-27,1229.72,FALSE
1,19,2011-06-03,869.89,FALSE
1,19,2011-06-10,918.08,FALSE
1,19,2011-06-17,489.9,FALSE
1,19,2011-06-24,624.38,FALSE
1,19,2011-07-01,750.76,FALSE
1,19,2011-07-08,624.94,FALSE
1,19,2011-07-15,1039.1,FALSE
1,19,2011-07-22,689.39,FALSE
1,19,2011-07-29,1327.67,FALSE
1,19,2011-08-05,898.44,FALSE
1,19,2011-08-12,876.41,FALSE
1,19,2011-08-19,849.58,FALSE
1,19,2011-08-26,698.48,FALSE
1,19,2011-09-02,880.55,FALSE
1,19,2011-09-09,990.6,TRUE
1,19,2011-09-16,1071.02,FALSE
1,19,2011-09-23,992.99,FALSE
1,19,2011-09-30,1003,FALSE
1,19,2011-10-07,984,FALSE
1,19,2011-10-14,1286.47,FALSE
1,19,2011-10-21,911.38,FALSE
1,19,2011-10-28,1061.44,FALSE
